name,latitude,longitude,feature_class,feature_code,type,scale
Whakatiwai Stream,-37.08333,175.3,H,STM,stream,3
Whakatiri,-36.95,175.11667,P,PPL,populated place,4
Whakateterekia Stream,-35.2,173.66666999999998,H,STM,stream,3
Whakaterepapanui,-40.75,173.98333,T,ISL,island,4
Whakatere,-35.51667,173.61667,T,PK,peak,5
Whakatautuna,-36.16667,175.5,T,PT,point,4
Whakatautuna,-36.16667,175.48333,T,HLL,hill,5
Whakataratara,-38.46667,177.06667,T,MT,mountain,5
Whakatara,-39.53333,175.73333,T,MT,mountain,5
Whakatane West Station,-38.01667,176.93333,S,RSTN,railroad station,5
Whakatane River,-37.94538,177.00846,H,STM,stream,3
Whakatane District,-38.32442,176.78238000000002,A,ADM2,,
Whakatane,-37.96667,177.0,A,ADMD,administrative division,3
Whakataki River,-40.86667,176.23333,H,STM,stream,3
Whakataki,-40.85,176.15,T,MT,mountain,5
Whakatakaa,-38.68333,177.0,T,MT,mountain,5
Whakatahuri,-41.01667,174.03333,P,PPL,populated place,4
Whakatahine,-41.05,175.83333000000002,H,STM,stream,3
Whakaruatapu Stream,-40.15,176.15,H,STM,stream,3
Whakaruangangana,-35.45,173.76667,T,HLL,hill,5
Whakarua,-41.21667,175.58333000000002,H,STM,stream,3
Whakarora,-40.85,176.0,T,MT,mountain,5
Whakarongo,-40.33333,175.66666999999998,P,PPL,populated place,4
Whakarimarima,-38.2,176.96667,T,HLL,hill,5
Whakarewarewa State Forest,-38.16667,176.28333,V,FRST,forest(s),2
Whakarewarewa,-38.16667,176.26667,H,GYSR,,
Whakareora,-35.65,174.5,T,HLL,hill,5
Whakarara,-35.05,173.88333,T,MT,mountain,5
Whakarapa Stream,-35.41667,173.4,H,STM,stream,3
Whakapunaki,-38.8,177.6,T,MT,mountain,5
Whakapoungakau,-38.1,176.4,T,MT,mountain,5
Whakaporo Stream,-40.91667,176.06667,H,STM,stream,3
Whakapohai River,-43.7,169.25,H,STM,stream,3
Whakapoai Point,-40.95,172.1,T,PT,point,4
Whakapirau Creek,-36.18333,174.23333,H,STM,stream,3
Whakapirau,-36.15,174.25,P,PPL,populated place,4
Whakapipi Stream,-37.28333,174.93333,H,STM,stream,3
Whakapara River,-35.55,174.23333,H,STM,stream,3
Whakapara,-35.53333,174.28333,P,PPL,populated place,4
Whakapapataringa,-38.51667,176.16666999999998,T,MT,mountain,5
Whakapapa River,-38.93333,175.41666999999998,H,STM,stream,3
Whakapapanui,-39.18333,175.53333,H,STM,stream,3
Whakapapa-iti,-39.16667,175.46667,H,STM,stream,3
Whakapapa,-40.81667,175.55,T,MT,mountain,5
Whakaongaonga,-38.75,177.75,T,MT,mountain,5
Whakaoma,-35.3,173.58333000000002,T,HLL,hill,5
Whakange,-34.95,173.55,T,MT,mountain,5
Whakamoenga,-38.93333,175.88333,T,MT,mountain,5
Whakamoehau,-37.33333,175.78333,T,MT,mountain,5
Whakamarumaru,-39.23333,176.01667,T,MT,mountain,5
Whakamarumaru,-38.53333,176.3,T,MT,mountain,5
Whakamarumaru,-39.56667,176.53333,S,FRM,farm,4
Whakamaru,-38.43333,175.88333,T,MT,mountain,5
Whakamarama,-37.73333,176.0,P,PPL,populated place,4
Whakamara,-39.63333,174.43333,P,PPL,populated place,4
Whakamakarini,-35.51667,173.71667,T,HLL,hill,5
Whakakoro,-35.35,173.21667,T,MT,mountain,5
Whakaki River,-36.25,174.33333000000002,H,STM,stream,3
Whakaki Lagoon,-39.05,177.55,H,LGN,,
Whakaki,-39.03333,177.6,P,PPL,populated place,4
Whakaipu,-38.56667,176.85,T,MT,mountain,5
Whakaihuwaka,-39.31667,174.81667,T,MT,mountain,5
Whakaihuwaka,-39.76667,175.15,P,PPL,populated place,4
Whakahoro,-39.1,175.06667,P,PPL,populated place,4
Whakahaupapa Stream,-37.9,176.56667,H,STM,stream,3
Whakaari,-38.23333,178.23333,T,MT,mountain,5
Whakaangiangi,-37.71667,178.3,P,PPL,populated place,4
Whaingapuna,-40.01667,176.03333,T,MT,mountain,5
Weymouth,-37.03333,174.86667,P,PPL,populated place,4
Weydon Burn,-45.6,168.15,H,STM,stream,3
Wet Jacket Arm,-45.66667,166.73333,H,BAY,bay,3
Wet Inlet,-41.15,173.96667,H,BAY,bay,3
Wether Range,-44.61667,169.75,T,MTS,mountains,2
Wether Hill,-45.86667,167.91666999999998,T,MT,mountain,5
Wether Hill,-45.8,168.33333000000002,T,MT,mountain,5
Wether Hill,-41.71667,173.45,T,MT,mountain,5
Wether Hill,-41.66667,173.11667,T,MT,mountain,5
Wetherburn,-45.2,170.01667,H,STM,stream,3
Wetheral,-43.36667,172.58333000000002,P,PPL,populated place,4
Mount Weta,-44.71667,170.23333,T,MT,mountain,5
Weta,-35.05,173.85,T,HLL,hill,5
West Waitewaewae Stream,-40.81667,175.3,H,STM,stream,3
West Tamaki Head,-36.85,174.86667,T,HDLD,,
West Taieri,-45.9,170.15,T,HLL,hill,5
Westshore,-39.47688,176.88151000000002,P,PPL,populated place,4
West Point,-40.86667,174.86667,T,PT,point,4
Westport,-41.75,171.6,A,ADM1H,historical first-order administrative division,3
West Plains,-46.36667,168.31667,P,PPL,populated place,4
West Peak,-46.08333,168.58333000000002,T,PK,peak,5
West Peak,-46.05,167.15,T,PK,peak,5
Weston,-45.08333,170.91666999999998,P,PPL,populated place,4
Westoe,-40.11667,175.43333,T,HLL,hill,5
Westmere Station,-39.9,175.01667,S,RSTN,railroad station,5
Westmere,-45.46667,167.5,H,LK,lake,4
Westmere,-39.9,174.98333,T,HLL,hill,5
Westmere,-39.9,175.0,P,PPL,populated place,4
West Melton,-43.51667,172.36667,P,PPL,populated place,4
Westland Statistical Area,-43.41667,170.16666999999998,A,ADMD,administrative division,3
Westland Plain,-42.41667,171.41666999999998,T,PLN,plain(s),3
Westland National Park,-43.5,170.16666999999998,L,PRK,park,4
Westland County,-43.5,170.0,A,ADM1H,historical first-order administrative division,3
Mount Westland,-43.28333,170.86667,T,MT,mountain,5
Westland District,-43.5,170.0,A,ADM2,,
West Kyle,-43.93333,172.06667,P,PPL,populated place,4
?hau / West Island,-34.18591,172.03384,T,ISL,island,4
West Head,-50.73333,166.21667,T,CAPE,cape,5
West Head,-41.21667,174.31667,T,CAPE,cape,5
West Harbour,-45.85,170.58333000000002,A,ADMD,administrative division,3
Westfield Junction,-36.93333,174.83333000000002,S,RSTN,railroad station,5
Westfield,-36.95,174.85,P,PPLX,section of populated place,3
West Eyreton,-43.35,172.38333,P,PPL,populated place,4
West Eweburn,-45.11667,170.08333000000002,H,STM,stream,3
Western Springs,-36.86667,174.73333,P,PPLX,section of populated place,3
Western Springs,-36.85,174.71667,H,LK,lake,4
Western Hutt River,-41.03333,175.2,H,STM,stream,3
Western Harbour,-50.83333,165.91666999999998,H,BAY,bay,3
Main Group,-47.744440000000004,179.02917,T,ISLS,islands,3
Western Channel,-37.65,176.15833,H,CHNM,,
Western Arm,-50.86667,166.03333,H,STRT,strait,4
Westerfield,-43.83333,171.61667,P,PPL,populated place,4
West Entry Point,-40.95,174.0,T,PT,point,4
West Dome,-45.58333,168.21667,T,MT,mountain,5
West Dome,-45.63333,168.23333,S,FRM,farm,4
West Diadem Creek,-44.4,169.71667,H,STM,stream,3
West Creek,-41.81667,171.63333,H,STM,stream,3
West Coast Region,-43.0,170.66666999999998,L,RGN,,
West Cape,-45.9,166.43333,T,CAPE,cape,5
West Branch Waikaia River,-45.46667,169.08333000000002,H,STM,stream,3
West Branch Tutaki River,-41.9,172.46667,H,STM,stream,3
West Branch Turanganui River,-41.43333,175.31667,H,STM,stream,3
West Branch Tokomairiro River,-46.13333,169.96667,H,STM,stream,3
West Branch Tamaki River,-40.13333,176.05,H,STM,stream,3
West Branch Stour River,-43.6,171.3,H,STM,stream,3
West Branch Rowallan Burn,-46.15,167.51667,H,STM,stream,3
West Branch Rob Roy Creek,-45.73333,168.76667,H,STM,stream,3
West Branch Quartz Creek,-44.61667,169.16666999999998,H,STM,stream,3
West Branch Owen River,-41.61667,172.51667,H,STM,stream,3
West Branch Matukituki River,-44.48333,168.8,H,STM,stream,3
West Branch Matiri River,-41.68333,172.31667,H,STM,stream,3
West Branch Manuherikia River,-44.75,169.9,H,STM,stream,3
West Branch Johnston Creek,-41.65,172.45,H,STM,stream,3
West Branch Grey River,-43.16667,172.48333,H,STM,stream,3
West Branch Elm Tree Creek,-45.58333,167.85,H,STM,stream,3
West Branch Cleddau River,-44.73333,167.93333,H,STM,stream,3
West Branch Charwell River,-42.41667,173.36667,H,STM,stream,3
West Branch Big Gully,-41.65,172.76667,T,GRGE,gorge(s),5
West Branch Back Stream,-46.0,169.38333,H,STM,stream,3
West Branch Awakino River,-44.76667,170.4,H,STM,stream,3
West Bay,-34.98333,173.71667,H,BAY,bay,3
West Arm,-45.5,167.36667,H,BAY,bay,3
West,-39.0,175.41666999999998,T,MT,mountain,5
Wesley Creek,-42.86667,171.55,H,STM,stream,3
Mount Wesley,-35.96667,173.86667,T,HLL,hill,5
Werekino Stream,-39.18333,173.81667,H,STM,stream,3
Weraweraonga Stream,-39.76667,174.73333,H,STM,stream,3
Weratupua,-39.5,175.0,H,STM,stream,3
Weraroa,-38.63333,175.6,T,MT,mountain,5
Weraroa,-37.51667,174.81667,T,HLL,hill,5
Werakohuru,-39.48333,175.53333,H,STM,stream,3
Wendon Valley,-45.88333,168.96667,P,PPL,populated place,4
Wendon Stream,-45.85,168.8,H,STM,stream,3
Wendonside,-45.75,168.73333,P,PPL,populated place,4
Mount Wendon,-45.81667,169.0,T,MT,mountain,5
Wendon,-45.88333,168.81667,P,PPL,populated place,4
Welshman Creek,-41.83333,171.93333,H,STM,stream,3
Mount Welsh,-44.8,170.73333,T,MT,mountain,5
Wellshot Stream,-44.08333,170.81667,H,STM,stream,3
Wells Hill,-41.25,173.33333000000002,T,MT,mountain,5
Wellsford,-36.28333,174.51667,P,PPL,populated place,4
Wells Creek,-43.75,169.18333,H,STM,stream,3
Wellington Statistical Area,-41.0,175.5,A,ADMD,administrative division,3
Perano Head,-41.2,174.38333,T,CAPE,cape,5
Wellington,-40.5,175.5,A,ADMD,administrative division,3
Wellington,-41.286640000000006,174.77557,P,PPLC,,
Wellington,-41.28333,174.76667,A,ADM1,,
Welds Hill,-41.83333,173.76667,T,MT,mountain,5
Welds Hill,-41.78333,173.85,P,PPL,populated place,4
Weld Cone,-41.85,174.16666999999998,T,MT,mountain,5
Welcome Point,-45.16667,167.81667,T,PT,point,4
Welcome Creek,-41.55,172.03333,H,STM,stream,3
Welcome Bay,-46.08333,166.58333000000002,H,BAY,bay,3
Welcome Bay,-37.72137,176.18536,H,BAY,bay,3
Wekaweka,-35.56667,173.55,P,PPL,populated place,4
Wekawai Stream,-45.43333,167.31667,H,STM,stream,3
Weka Stream,-43.06667,171.33333000000002,H,STM,stream,3
Weka Stream,-41.41667,173.23333,H,STM,stream,3
Wekarua Island,-36.84113,175.41949,T,ISL,island,4
Weka Reef,-47.1,168.26667,H,RF,reef(s),4
Weka Point,-41.2,174.0,T,PT,point,4
Wekakura Creek,-41.01667,172.1,H,STM,stream,3
Wekakura,-40.91667,172.1,T,PT,point,4
Weka Island,-47.060559999999995,168.21579,T,ISL,island,4
Weka Island,-46.1,166.7,T,ISL,island,4
Weka Creek,-43.63333,170.5,H,STM,stream,3
Weka Creek,-43.06667,172.75,H,STM,stream,3
Weka Brook,-42.5,173.3,H,STM,stream,3
Weka Brook,-42.05,173.35,H,STM,stream,3
Weiti River,-36.63333,174.73333,H,STM,stream,3
Weir Creek,-42.96667,170.86667,H,STM,stream,3
Wehiwehi,-35.2,174.3,T,HLL,hill,5
Wehenga,-45.73333,170.18333,P,PPL,populated place,4
Fox Glacier,-43.46485,170.01678,P,PPL,populated place,4
Weeks Island,-36.95,174.75,T,ISL,island,4
Weedons,-43.58333,172.4,P,PPL,populated place,4
Wednesday Peak,-46.15,166.83333000000002,T,PK,peak,5
Wedge Point,-41.26667,174.01667,T,PT,point,4
Wedge Peak,-45.03333,168.56667,T,PK,peak,5
Pohowaitai Island,-47.22462,167.32518000000002,T,ISL,island,4
Wedderburn,-45.03333,170.01667,P,PPL,populated place,4
Weber,-40.40157,176.31117,P,PPL,populated place,4
Webb Stream,-40.71667,172.36667,H,STM,stream,3
Webb Creek,-41.4,172.13333,H,STM,stream,3
Weavers Crossing,-37.58333,175.1,S,RSTN,railroad station,5
South Red Head Point,-47.08333,167.55,T,PT,point,4
Weary Summit,-43.86667,169.45,T,PK,peak,5
Weary Creek,-43.9,169.51667,H,STM,stream,3
Wayby,-36.33333,174.56667,P,PPL,populated place,4
Waverley,-39.76667,174.63333,P,PPL,populated place,4
Waverley,-39.76667,174.63333,A,ADM1H,historical first-order administrative division,3
Wave,-41.53333,175.23333,T,MT,mountain,5
Wattys Knob,-45.6,169.6,T,MT,mountain,5
Watts Rock,-45.16667,169.08333000000002,T,RK,rock,5
Watson Stream,-41.6,171.93333,H,STM,stream,3
Watsons Creek,-42.46667,171.18333,H,STM,stream,3
Watsons Creek,-42.0,172.51667,H,STM,stream,3
Watson Creek,-43.93333,169.95,H,STM,stream,3
Mount Watson,-45.6,167.21667,T,MT,mountain,5
Mount Watson,-42.0,172.56667,T,MT,mountain,5
Mount Watney,-44.05,168.83333000000002,T,MT,mountain,5
Watkin Creek,-45.55,170.71667,H,STM,stream,3
Waterton,-44.06667,171.75,P,PPL,populated place,4
Water of Leith,-45.87235,170.52674,H,STM,stream,3
Waterloo Peak,-45.6,167.96667,T,PK,peak,5
Waterloo Burn,-45.75,168.0,H,STM,stream,3
Water Hill,-41.65,173.16666999999998,T,MT,mountain,5
Waterfalls Stream,-39.4,176.53333,H,STM,stream,3
Waterfalls Creek,-39.98333,176.88333,H,STM,stream,3
Waterfall Range,-46.03333,168.81667,T,HLL,hill,5
Waterfall Inlet,-50.8,166.3,H,BAY,bay,3
Waterfall Creek,-44.91667,168.05,H,STM,stream,3
Waterfall Creek,-43.53333,171.45,H,STM,stream,3
Waterfall Creek,-42.7,171.98333,H,STM,stream,3
Waterfall Creek,-42.18333,172.21667,H,STM,stream,3
Waterfall Creek,-41.48333,173.16666999999998,H,STM,stream,3
Waterfall Creek,-40.88333,173.0,H,STM,stream,3
Waterfall,-43.28333,171.15,T,MT,mountain,5
Wataroa Pass,-43.5,170.4,T,PASS,pass,4
The Wash Stream,-46.16667,169.65,H,STM,stream,3
Wash Stream,-41.71667,173.1,H,STM,stream,3
Washpool Stream,-46.13333,169.48333,H,STM,stream,3
Washpool Creek,-46.28333,169.96667,H,STM,stream,3
Washpool Creek,-45.73333,168.78333,H,STM,stream,3
Washpool Creek,-45.48333,169.31667,H,STM,stream,3
Washpool,-45.58333,170.28333,H,STM,stream,3
Washpen Stream,-42.9,172.71667,H,STM,stream,3
Washpen Creek,-43.5,171.78333,H,STM,stream,3
Washpen Creek,-43.13333,172.63333,H,STM,stream,3
Washdyke Stream,-43.88333,170.55,H,STM,stream,3
Washdyke Stream,-42.08333,173.93333,H,STM,stream,3
Washdyke Creek,-44.35,171.28333,H,STM,stream,3
Washdyke,-44.35,171.23333,P,PPL,populated place,4
Wash Creek,-45.5,167.98333,H,STM,stream,3
Warwick River,-42.1,172.2,H,STM,stream,3
Warwick Junction,-42.13333,172.23333,P,PPL,populated place,4
Wart Hills,-45.71667,169.16666999999998,T,MTS,mountains,2
The Wart,-44.1,168.9,T,PK,peak,5
The Wart,-42.73333,173.15,T,MT,mountain,5
Warrington,-45.71667,170.58333000000002,P,PPL,populated place,4
Warring,-39.96667,175.46667,T,MT,mountain,5
Warrengate,-39.96667,175.21667,T,HLL,hill,5
Warren Creek,-43.96667,169.01667,H,STM,stream,3
Waro,-35.58333,174.3,P,PPL,populated place,4
Warnocks Knob,-42.9,171.55,T,MT,mountain,5
Mount Warner,-43.16667,171.05,T,MT,mountain,5
Warleigh,-41.18333,175.48333,T,HLL,hill,5
Warkworth,-36.4,174.66666999999998,P,PPL,populated place,4
Warepa,-46.28333,169.58333000000002,T,HLL,hill,5
Warepa,-46.25,169.58333000000002,P,PPL,populated place,4
Warea River,-39.23333,173.78333,H,STM,stream,3
Warea,-39.23333,173.81667,P,PPL,populated place,4
Wards Peak,-41.65,173.78333,T,PK,peak,5
Wards Pass Stream,-41.61667,173.16666999999998,H,STM,stream,3
Wards Pass,-42.1,173.18333,T,PASS,pass,4
Wards Pass,-41.61667,173.11667,T,PASS,pass,4
Ward,-41.29397,174.8715,T,ISL,island,4
Warder,-42.28333,173.36667,T,MT,mountain,5
Ward Creek,-43.85,169.78333,H,STM,stream,3
Mount Ward,-45.61667,167.18333,T,MT,mountain,5
Mount Ward,-43.86667,169.83333000000002,T,MT,mountain,5
Mount Ward,-42.76667,173.18333,T,MT,mountain,5
Ward,-41.83333,174.13333,P,PPL,populated place,4
Warbeck Stream,-42.0,172.33333000000002,H,STM,stream,3
Waratah,-44.2,170.7,S,FRM,farm,4
Wararoro,-38.68333,174.76667,T,HLL,hill,5
Warahoe Stream,-37.21667,175.56667,H,STM,stream,3
Wantwood Creek,-41.61667,173.38333,H,STM,stream,3
Wantwood,-41.63333,173.41666999999998,T,MT,mountain,5
Wanstead,-40.13333,176.53333,P,PPL,populated place,4
Wangapeka Valley,-41.35,172.11667,P,PPL,populated place,4
Wangapeka Saddle,-41.43333,172.41666999999998,T,PASS,pass,4
Wangapeka River,-41.31667,172.78333,H,STM,stream,3
Wangapeka,-41.41667,172.65,P,PPL,populated place,4
Wanganui River,-43.03822,170.42233000000002,H,STM,stream,3
Wanganui River,-39.93333,175.0,H,STM,stream,3
Wanganui County,-39.75,175.25,A,ADM1H,historical first-order administrative division,3
Wanganui Bluff,-43.01667,170.5,T,CLF,cliff(s),4
Whanganui,-39.93333,175.05,P,PPL,populated place,4
Manawatu-Wanganui,-39.95,175.01667,A,ADM1,,
Wangamoa Saddle,-41.21667,173.45,T,PASS,pass,4
Wangaloa Creek,-46.25,170.0,H,STM,stream,3
Wangaloa,-46.28333,169.91666999999998,P,PPL,populated place,4
Wangaehu River,-40.98333,175.68333,H,STM,stream,3
Wangaehu,-41.33333,175.23333,H,STM,stream,3
Wandle River,-42.6,173.1,H,STM,stream,3
Cape Wanbrow,-45.12164,170.98233000000002,T,CAPE,cape,5
Wanaka Homestead,-44.7,169.11667,S,FRM,farm,4
Lake Wanaka,-44.5,169.13333,H,LK,lake,4
Wana,-38.5,175.4,T,MT,mountain,5
Walton,-37.73333,175.68333,P,PPL,populated place,4
Walter Peak,-45.13333,168.56667,T,PK,peak,5
Walsh,-40.83333,172.45,H,STM,stream,3
Wallsend,-42.46667,171.3,P,PPL,populated place,4
Wall Mountains,-45.58333,167.25,T,MTS,mountains,2
Mount Wallis,-45.58333,166.81667,T,MT,mountain,5
Wallingford,-40.21667,176.6,P,PPL,populated place,4
Wallaceville,-41.13333,175.05,P,PPL,populated place,4
Wallacetown,-46.33333,168.28333,P,PPL,populated place,4
Wallace Peak,-42.6,172.8,T,PK,peak,5
Wallace Head,-46.63333,169.31667,T,CAPE,cape,5
Wallace County,-45.5,167.83333000000002,A,ADM1H,historical first-order administrative division,3
Walkers Cone,-46.95,167.8,T,PK,peak,5
Walkers,-39.58333,176.53333,S,FRM,farm,4
Walker Ridge,-40.88333,172.68333,T,RDGE,ridge(s),4
Walker Point,-45.01667,167.23333,T,PT,point,4
Walker Pass,-42.88333,171.7,T,PASS,pass,4
Mount Wales,-45.63333,166.66666999999998,T,MT,mountain,5
Mount Walcott,-42.86667,171.4,T,MT,mountain,5
Mount Wakefield,-43.7,170.13333,T,MT,mountain,5
Wakefield,-41.4,173.05,P,PPL,populated place,4
Wakawaihine,-40.56667,176.41666999999998,H,STM,stream,3
Lake Wakatipu,-45.08333,168.56667,H,LK,lake,4
Wakatikei River,-41.11667,175.05,H,STM,stream,3
Wakaroa Point,-43.63333,172.93333,T,PT,point,4
Wakaroa,-34.944520000000004,173.65376,T,ISL,island,4
Wakarara Range,-39.7,176.33333000000002,T,MTS,mountains,2
Wakarara,-39.63333,176.38333,S,FRM,farm,4
Wakarara,-39.78333,176.26667,P,PPL,populated place,4
Wakapuni Stream,-41.41667,175.5,H,STM,stream,3
Wakapuaka River,-41.18333,173.41666999999998,H,STM,stream,3
Wakapuaka,-41.20639,173.3575,P,PPL,populated place,4
Wakaputa Point,-46.38333,167.78333,T,PT,point,4
Wakapatu,-46.36667,167.8,P,PPL,populated place,4
Wakanui Creek,-44.03333,171.86667,H,STM,stream,3
Wakanui,-43.96667,171.81667,P,PPL,populated place,4
Wakamoekau,-40.9,175.61667,H,STM,stream,3
Wakamoa Bay,-43.9,172.88333,H,BAY,bay,3
Wakamarina River,-41.28333,173.66666999999998,H,STM,stream,3
Wakamarama Range,-40.8,172.46667,T,MTS,mountains,2
Waka Ateo,-39.2,176.7,T,MT,mountain,5
Waiwiri Stream,-40.63333,175.16666999999998,H,STM,stream,3
Waiwiri,-39.51667,175.21667,H,STM,stream,3
Waiwhiu Stream,-36.3,174.58333000000002,H,STM,stream,3
Waiwhiu,-36.36667,174.6,P,PPL,populated place,4
Waiwhio Creek,-42.3,171.28333,H,STM,stream,3
Waiwhetu Stream,-41.23333,174.9,H,STM,stream,3
Waiwhero Stream,-41.58333,175.21667,H,STM,stream,3
Waiwhero Stream,-40.01667,176.7,H,STM,stream,3
Waiwhero Creek,-41.16667,172.91666999999998,H,STM,stream,3
Waiwhero,-42.16667,171.31667,H,STM,stream,3
Waiwheo,-34.48333,172.88333,T,HLL,hill,5
Waiwhenua,-39.46667,176.56667,S,FRM,farm,4
Waiwhare,-39.45,176.5,S,FRM,farm,4
Waiwhakaurunga River,-37.15,175.55,H,STM,stream,3
Waiwhakapa Stream,-38.15,176.6,H,STM,stream,3
Waiwhakapa,-38.23333,176.63333,T,MT,mountain,5
Waiwhakaiho River,-39.03333,174.1,H,STM,stream,3
Waiwetu,-41.23333,174.91666999999998,H,STM,stream,3
Waiwera South,-46.21667,169.5,P,PPL,populated place,4
Waiwera River,-46.15,169.56667,H,STM,stream,3
Waiwera River,-36.53333,174.71667,H,STM,stream,3
Waiweranui Stream,-39.21667,173.78333,H,STM,stream,3
Waiwera Creek,-44.86667,169.45,H,STM,stream,3
Waiwera Cone,-46.25,169.4,T,MT,mountain,5
Waiwera,-36.55,174.71667,P,PPL,populated place,4
Waiwawa River,-36.9,175.7,H,STM,stream,3
Waiwakaiho River,-39.03333,174.11667,H,STM,stream,3
Waiwaka,-41.13333,176.01667,H,STM,stream,3
Waiuta,-42.3,171.81667,P,PPL,populated place,4
Wai Uru,-41.36667,175.78333,H,STM,stream,3
Waiuku River,-37.13333,174.7,H,STM,stream,3
Waiuku Channel,-37.08333,174.66666999999998,H,CHN,channel,4
Waiuku,-37.248059999999995,174.73488999999998,P,PPL,populated place,4
Waiuku,-37.25,174.73333,A,ADM1H,historical first-order administrative division,3
Waiuhakapoua,-39.55,176.03333,H,STM,stream,3
Waitutu State Forest,-46.16667,167.2,V,FRST,forest(s),2
Waitutu River,-46.23333,167.06667,H,STM,stream,3
Waitutu,-39.51667,176.35,H,STM,stream,3
Waitutaki,-39.53333,176.36667,H,STM,stream,3
Waituna West,-40.05,175.61667,P,PPL,populated place,4
Waituna Stream,-44.71667,171.16666999999998,H,STM,stream,3
Waituna Lagoon,-46.56667,168.6,H,LGN,,
Waituna Creek,-46.55,168.55,H,STM,stream,3
Waituna Creek,-45.55,167.86667,H,STM,stream,3
Waituna,-40.06667,175.5,H,STM,stream,3
Waituna,-46.41667,168.63333,P,PPL,populated place,4
Waitui Stream,-41.01667,172.81667,H,STM,stream,3
Waitui Bay,-40.98333,174.2,H,BAY,bay,3
Waitui,-39.13333,174.35,T,HLL,hill,5
Waitotoroa Stream,-39.3,173.75,H,STM,stream,3
Waitotara River,-39.85,174.68333,H,STM,stream,3
Waitotara County,-39.75,175.0,A,ADM1H,historical first-order administrative division,3
Waitotara,-40.3,176.53333,H,STM,stream,3
Waitotara,-39.8,174.73333,P,PPL,populated place,4
Waitomo Stream,-38.18333,175.2,H,STM,stream,3
Waitomo District,-38.5,175.0,A,ADM2,,
Waitomo Caves,-38.26667,175.1,P,PPL,populated place,4
Waitoki Stream,-37.46667,175.65,H,STM,stream,3
Waitokarua,-39.7,174.85,T,MT,mountain,5
Waitoitoi,-38.98333,174.43333,P,PPL,populated place,4
Waitoi Creek,-45.25,169.98333,H,STM,stream,3
Waitohu Stream,-40.73333,175.11667,H,STM,stream,3
Waitohu,-40.73333,175.13333,T,HLL,hill,5
Waitohi River,-42.88333,172.75,H,STM,stream,3
Waitohi River,-41.28333,174.0,H,STM,stream,3
Waitohi Hill,-44.1,171.1,T,MT,mountain,5
Waitohi Flat,-44.21667,171.18333,P,PPL,populated place,4
Waitohi,-42.88333,172.66666999999998,S,RSTN,railroad station,5
Waitohara Stream,-35.15,174.06667,H,STM,stream,3
Waitoa River,-37.45,175.51667,H,STM,stream,3
Waitoa,-37.61667,175.63333,P,PPL,populated place,4
Waitiri,-39.36667,174.58333000000002,T,MT,mountain,5
Waitio Stream,-39.61667,176.71667,H,STM,stream,3
Waitiki Stream,-34.51667,172.86667,H,STM,stream,3
Waitewhenua Stream,-38.78333,175.0,H,STM,stream,3
